,StartDate,EndDate,ResponseId,Country,cond,condName,WEPTcc,BELIEFcc,POLICYcc,SHAREcc,Intervention_order,Belief1 ,Belief2,Belief3,Belief4,Policy1,Policy2,Policy3,Policy4,Policy5,Policy6,Policy7,Policy8,Policy9,Trust_sci1_1,Trust_sci2_1,Trust_gov_1,ID_hum_1,ID_GC_1,Enviro_ID_1,Enviro_ID_2,Enviro_ID_3,Enviro_ID_4,Enviro_motiv_1,Enviro_motiv_11,Enviro_motiv_12,Enviro_motiv_13,Enviro_motiv_14,Enviro_motiv_15,Enviro_motiv_16,Enviro_motiv_17,Enviro_motiv_18,Enviro_motiv_20,PlurIgnoranceItem_1,probe_CC_1,probe_GW_1,probe_GH_1,probe_CCrisis_1,probe_GE_1,probe_CE_1,probe_CP_1,probe_CEmerg_1,probe_CPoll_1,Gender,Age,Politics2_1,Politics2_9,Edu,Income,Indirect_SES,MacArthur_SES,PerceivedSciConsensu_1,Intro_Timer,condition_time_total,ide,ide_c,age_c,income_c,edu_c,ide_low,ide_high,GenderBin,gend_effects,cond_effects,belief_avg,policy_avg
260,2/11/23 8:08,2/11/23 8:39,R_1eY3KoazPo1p3J3,USA,1,Control,8,92.75,73,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,87,100,97,87,NA,NA,NA,78,NA,NA,68,NA,NA,NA,NA,NA,100,100,100,91,100,100,100,89,100,100,100,100,100,99,100,100,100,NA,NA,NA,NA,NA,NA,NA,100,NA,2,44,NA,NA,4,4,"1,3,5,6,7",5,100,17.251,100.713,NA,NA,4.86382,-0.205146,1.145034,NA,NA,1,0.5,-0.5,92.75,NA
265,2/11/23 8:29,2/11/23 8:45,R_3HGloRduqoOiHzm,USA,6,SystemJust,8,98.5,97.77777778,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,97,98,100,99,98,98,100,98,100,95,97,97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,55,59,55,2,1,"1,2,3,5,6,7",6,72,6.702,71.47,57,7,15.86382,-3.205146,-0.854966,37,-23,1,0.5,0.5,98.5,97.77777778
282,2/11/23 8:35,2/11/23 9:01,R_vrhzCoOzAJqzMhX,USA,6,SystemJust,4,85.25,64.22222222,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,83,87,84,87,17,55,62,59,82,100,87,93,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,61,NA,NA,2,NA,"1,2,3,4,6,7",5,78,38.228,160.315,NA,NA,21.86382,NA,-0.854966,NA,NA,1,0.5,0.5,85.25,64.22222222
293,2/11/23 8:46,2/11/23 9:13,R_2DOIoot2cvjJfuC,USA,1,Control,5,32.25,55.33333333,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,37,39,24,29,42,57,40,48,49,57,78,96,31,59,63,61,65,63,67,70,66,65,80,75,73,71,73,72,73,77,72,73,50,51,NA,NA,NA,NA,NA,NA,NA,NA,1,50,100,NA,2,4,"1,2,3,4,5,6,7",7,65,6.701,165.982,NA,NA,10.86382,-0.205146,-0.854966,NA,NA,0,-0.5,-0.5,32.25,55.33333333
298,2/11/23 8:53,2/11/23 9:16,R_21h00HQu3v5MW7a,USA,6,SystemJust,8,100,NA,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,61,51,50,4,5,"1,2,3,5,6,7",6,50,14.649,52.408,50.5,0.5,21.86382,0.794854,1.145034,30.5,-29.5,1,0.5,0.5,100,NA
303,2/11/23 9:14,2/11/23 9:22,R_2SoezzydcmfS87M,USA,1,Control,0,74.25,35.66666667,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,84,52,82,79,9,83,58,20,11,52,12,75,1,NA,18,3,56,9,27,16,7,14,7,72,7,5,13,8,70,12,78,3,12,NA,NA,NA,NA,NA,NA,6,NA,NA,2,43,52,55,2,1,"1,6,7",1,11,10.236,174.4,53.5,3.5,3.86382,-3.205146,-0.854966,33.5,-26.5,1,0.5,-0.5,74.25,35.66666667
306,2/11/23 8:58,2/11/23 9:25,R_0AHjXjdkqvZhF3X,USA,6,SystemJust,8,94.25,49.71428571,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,84,95,98,100,19,50,NA,28,27,84,75,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,71,64,52,3,4,"1,2,3,4,5,6,7",5,90,17.958,172.829,58,8,31.86382,-0.205146,0.145034,38,-22,1,0.5,0.5,94.25,NA
310,2/11/23 9:01,2/11/23 9:29,R_3qdnTbcjGDBKFoX,USA,1,Control,8,100,90.4,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,52,NA,NA,100,NA,100,100,100,NA,NA,NA,NA,100,100,100,100,100,100,0,52,100,0,0,100,0,100,0,100,50,NA,NA,NA,NA,NA,NA,100,NA,NA,2,54,56,59,2,4,"1,3,4,5,6,7",3,100,21.702,236.323,57.5,7.5,14.86382,-0.205146,-0.854966,37.5,-22.5,1,0.5,-0.5,100,NA
315,2/11/23 9:27,2/11/23 9:32,R_1jCD0K0WkTRReQ6,USA,6,SystemJust,0,9.75,17.88888889,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,21,7,7,4,5,21,9,10,11,5,31,50,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,48,41,NA,2,5,"1,2,5,6,7",4,7,8.884,40.147,NA,NA,8.86382,0.794854,-0.854966,NA,NA,1,0.5,0.5,9.75,17.88888889
322,2/11/23 9:32,2/11/23 9:37,R_rrOHQmwJ38IVCI9,USA,1,Control,0,27.75,38.11111111,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,28,34,19,30,46,37,43,42,45,43,14,43,30,34,27,27,36,35,39,53,43,24,61,52,58,39,48,61,57,32,43,52,44,NA,NA,NA,NA,NA,62,NA,NA,NA,1,35,26,33,4,7,"2,3,4,5,6,7",9,57,5.37,74.184,29.5,-20.5,-4.13618,2.794854,1.145034,9.5,-50.5,0,-0.5,-0.5,27.75,38.11111111
324,2/11/23 9:31,2/11/23 9:39,R_24BOypjqI7KF2uT,USA,6,SystemJust,0,97.25,55.33333333,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,89,100,100,100,59,25,73,99,3,71,73,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,51,53,2,3,"1,2,3,4,5,6,7",1,82,8.073,64.443,52,2,20.86382,-1.205146,-0.854966,32,-28,1,0.5,0.5,97.25,55.33333333
328,2/11/23 9:15,2/11/23 9:42,R_2XdmDjAzuVi2YN2,USA,6,SystemJust,1,60,55.77777778,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,72,56,57,55,16,68,61,88,12,81,79,89,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,64,54,50,3,5,"1,2,3,4,5,6,7",6,62,35.317,231.876,52,2,24.86382,0.794854,0.145034,32,-28,0,-0.5,0.5,60,55.77777778
330,2/11/23 8:47,2/11/23 9:44,R_1jNHqxYqem6qeYH,USA,6,SystemJust,1,87.25,80.44444444,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,77,95,94,83,74,55,85,97,70,92,88,93,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54,NA,NA,3,5,"1,2,3,4,5,6,7",6,85,40.595,1059.633,NA,NA,14.86382,0.794854,0.145034,NA,NA,1,0.5,0.5,87.25,80.44444444
331,2/11/23 9:35,2/11/23 9:44,R_22mZxxcmaRfJ3r4,USA,1,Control,2,100,79.77777778,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,24,100,99,100,98,95,100,95,7,98,100,54,100,96,96,96,99,95,36,23,29,60,72,57,40,57,55,43,61,NA,NA,NA,NA,NA,67,NA,NA,NA,2,43,4,5,4,7,"1,2,3,4,5,6,7",7,96,16.564,124.489,4.5,-45.5,3.86382,2.794854,1.145034,-15.5,-75.5,1,0.5,-0.5,100,79.77777778
338,2/11/23 9:26,2/11/23 9:47,R_3knZlMji8goD1un,USA,1,Control,0,16.25,0,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,7,25,9,24,0,0,0,0,0,0,0,0,0,0,0,NA,72,0,76,78,76,76,0,8,0,0,0,25,0,100,50,10,30,NA,NA,11,NA,NA,NA,NA,NA,NA,2,61,95,94,2,3,"3,4,6,7",5,50,29.803,375.174,94.5,44.5,21.86382,-1.205146,-0.854966,74.5,14.5,1,0.5,-0.5,16.25,0
348,2/11/23 9:33,2/11/23 9:55,R_3kzdOMLe9WvAL6P,USA,6,SystemJust,8,7.5,33.55555556,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,6,7,12,5,0,96,2,1,0,100,3,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,61,88,87,3,5,"1,2,3,4,6,7",9,6,15.948,81.318,87.5,37.5,21.86382,0.794854,0.145034,67.5,7.5,1,0.5,0.5,7.5,33.55555556
360,2/11/23 9:43,2/11/23 9:59,R_3nlAext5qLWR2iy,USA,1,Control,8,82.25,72.33333333,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,77,82,91,79,73,73,72,71,70,79,73,73,67,70,72,71,75,71,74,75,73,75,74,76,72,71,76,78,67,71,77,82,73,NA,NA,NA,NA,NA,NA,NA,79,NA,1,44,78,71,4,7,"1,2,3,4,5,6,7",7,78,5.962,65.817,74.5,24.5,4.86382,2.794854,1.145034,54.5,-5.5,0,-0.5,-0.5,82.25,72.33333333
373,2/11/23 9:47,2/11/23 10:04,R_72IgaWTMNvMW8wh,USA,6,SystemJust,0,65,39.22222222,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,63,66,66,65,8,10,71,100,12,76,59,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69,45,56,3,4,"2,3,5,6,7",2,49,8.761,50.163,50.5,0.5,29.86382,-0.205146,0.145034,30.5,-29.5,0,-0.5,0.5,65,39.22222222
374,2/11/23 9:47,2/11/23 10:04,R_1K0ZrqEIdbAiJHq,USA,1,Control,2,66.5,63.44444444,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,42,60,89,75,55,66,74,44,36,94,50,78,74,62,79,34,86,51,74,48,48,78,65,66,52,57,56,56,48,62,53,49,69,NA,NA,NA,NA,NA,85,NA,NA,NA,2,42,51,63,2,2,"2,3,4,6,7",8,44,11.929,141.606,57,7,2.86382,-2.205146,-0.854966,37,-23,1,0.5,-0.5,66.5,63.44444444
388,2/11/23 10:03,2/11/23 10:18,R_2R8mArcEd7I8usr,USA,6,SystemJust,8,4.25,16.11111111,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,5,5,3,4,6,5,7,35,5,72,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68,60,92,4,8,"1,2,3,4,5,6,7",8,97,14.88,104.836,76,26,28.86382,3.794854,1.145034,56,-4,0,-0.5,0.5,4.25,16.11111111
389,2/11/23 10:04,2/11/23 10:24,R_1jCxZNPpwQ1Xgl0,USA,1,Control,8,0.75,0.888888889,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,0,1,1,1,0,1,1,1,1,1,1,1,1,3,1,2,2,2,80,80,82,1,2,3,1,2,1,2,1,2,1,1,19,NA,1,NA,NA,NA,NA,NA,NA,NA,1,70,91,91,3,5,"1,2,3,4,5,6,7",7,49,15.698,216.859,91,41,30.86382,0.794854,0.145034,71,11,0,-0.5,-0.5,0.75,0.888888889
392,2/11/23 9:09,2/11/23 10:29,R_BG2G4bvItxOEnBL,USA,1,Control,8,31.5,33.11111111,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,39,22,32,33,64,28,9,32,27,49,26,49,14,37,45,NA,75,60,72,75,74,80,69,77,75,72,77,70,78,74,69,72,40,NA,NA,NA,NA,NA,NA,NA,NA,54,2,72,92,98,3,4,"3,4,5,6,7",5,44,22.046,236.039,95,45,32.86382,-0.205146,0.145034,75,15,1,0.5,-0.5,31.5,33.11111111
395,2/11/23 9:43,2/11/23 10:35,R_vcy1IP5ywuuZdFD,USA,1,Control,3,97.75,57.11111111,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,95,97,100,99,6,99,4,97,6,99,100,97,6,83,93,NA,51,4,41,39,45,43,48,52,42,53,42,44,46,57,48,46,80,NA,NA,NA,NA,NA,NA,NA,NA,63,2,51,46,46,2,4,"1,3,4,5,6,7",5,70,9.269,119.336,46,-4,11.86382,-0.205146,-0.854966,26,-34,1,0.5,-0.5,97.75,57.11111111
396,2/11/23 10:19,2/11/23 10:36,R_3fwr7OkllpKZgP9,USA,6,SystemJust,8,100,80.55555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,100,100,100,100,25,100,100,100,100,100,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,62,1,1,3,1,"1,2,3,4,5,6,7",3,97,51.711,82.848,1,-49,22.86382,-3.205146,0.145034,-19,-79,0,-0.5,0.5,100,80.55555556
398,2/11/23 10:23,2/11/23 10:37,R_s5RKHbPCh9LY2WZ,USA,1,Control,0,65,73.44444444,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,84,51,69,56,75,51,92,100,60,100,70,100,13,NA,47,36,35,31,46,42,21,34,27,75,28,30,13,13,78,20,31,20,52,NA,NA,NA,NA,19,NA,NA,NA,NA,1,64,86,48,3,5,"1,2,3,4,5,6,7",5,81,26.001,174.211,67,17,24.86382,0.794854,0.145034,47,-13,0,-0.5,-0.5,65,73.44444444
399,2/11/23 10:28,2/11/23 10:37,R_31aRJ2zm2MzORFM,USA,6,SystemJust,1,80,53.88888889,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,96,91,47,86,73,58,29,36,12,29,90,84,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,35,48,2,1,"2,6,7",5,40,5.105,52.715,41.5,-8.5,-21.13618,-3.205146,-0.854966,21.5,-38.5,1,0.5,0.5,80,53.88888889
402,2/11/23 10:40,2/11/23 10:48,R_1dB2wmQzSF3mht5,USA,6,SystemJust,0,100,100,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,0,0,4,5,"1,3,4,5,6,7",5,90,12.602,83.27,0,-50,31.86382,0.794854,1.145034,-20,-80,0,-0.5,0.5,100,100
403,2/11/23 9:45,2/11/23 10:50,R_2m1HPxKfBNzFwad,USA,6,SystemJust,8,100,87.77777778,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,75,100,70,100,100,100,85,100,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,0,0,2,1,"1,2,3,6,7",3,100,4.701,52.431,0,-50,-17.13618,-3.205146,-0.854966,-20,-80,1,0.5,0.5,100,87.77777778
407,2/11/23 10:54,2/11/23 11:00,R_vlaPuaP0mFe2zYZ,USA,1,Control,0,85.5,70.33333333,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,69,88,89,96,66,80,51,74,63,83,78,89,49,58,53,55,84,85,77,89,90,94,61,62,72,87,66,77,82,79,65,63,71,92,NA,NA,NA,NA,NA,NA,NA,NA,2,23,63,68,2,4,"1,2,3,4,5,6,7",8,72,9.95,119.583,65.5,15.5,-16.13618,-0.205146,-0.854966,45.5,-14.5,1,0.5,-0.5,85.5,70.33333333
408,2/11/23 10:37,2/11/23 11:02,R_2ASxt7q1PcMIL3r,USA,1,Control,8,51.75,56,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,56,43,55,53,50,57,58,54,61,61,52,54,57,NA,NA,NA,56,53,53,53,44,43,53,60,59,53,55,53,58,73,51,56,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,62,17,23,2,1,7,2,59,5.254,70.978,20,-30,22.86382,-3.205146,-0.854966,0,-60,0,-0.5,-0.5,51.75,56
422,2/11/23 10:57,2/11/23 11:31,R_1rljlJbqT6JlZrX,USA,6,SystemJust,8,100,95.11111111,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,100,100,100,100,78,100,100,100,100,100,100,100,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,72,1,1,3,4,"2,3,4,6,7",4,99,21.335,214.745,1,-49,32.86382,-0.205146,0.145034,-19,-79,1,0.5,0.5,100,95.11111111
426,2/11/23 11:13,2/11/23 11:34,R_25t48laTwXM7U1B,USA,1,Control,8,17.25,34,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,18,16,17,18,18,17,15,67,17,69,18,65,20,13,15,12,56,8,11,9,7,9,8,9,11,6,8,4,97,4,11,5,40,3,NA,NA,NA,NA,NA,NA,NA,NA,2,46,56,51,2,4,"1,2,3,4,5,6,7",4,63,12.379,135.735,53.5,3.5,6.86382,-0.205146,-0.854966,33.5,-26.5,1,0.5,-0.5,17.25,34
436,2/11/23 11:41,2/11/23 12:04,R_1PXYun5A4NDnYTE,USA,1,Control,8,66.75,54.22222222,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,6,85,94,82,57,57,53,54,55,52,55,51,54,100,100,100,100,96,21,17,21,18,5,0,0,1,4,52,94,10,59,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,100,100,3,NA,"1,2,3,4,5,6,7",2,33,23.362,287.562,100,50,10.86382,NA,0.145034,80,20,1,0.5,-0.5,66.75,54.22222222
443,2/11/23 11:47,2/11/23 12:19,R_2zIMOv7xFuxptTJ,USA,1,Control,8,100,97.5,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,80,100,100,100,100,100,100,100,NA,100,100,20,100,75,90,100,80,90,1,2,20,1,5,90,5,90,94,80,75,80,NA,NA,NA,NA,NA,NA,NA,NA,2,66,5,5,3,5,"1,2,3,4,5,6,7",4,95,17.103,389.788,5,-45,26.86382,0.794854,0.145034,-15,-75,1,0.5,-0.5,100,NA
452,2/11/23 12:08,2/11/23 12:32,R_yVisPwDxNqboTC1,USA,6,SystemJust,8,80.75,82.77777778,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,74,76,88,85,85,76,69,83,85,87,89,77,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31,84,89,3,7,"1,2,3,4,5,6,7",9,89,43.583,47.537,86.5,36.5,-8.13618,2.794854,0.145034,66.5,6.5,0,-0.5,0.5,80.75,82.77777778
468,2/11/23 12:36,2/11/23 12:59,R_ueUUvhfHa8xbRJf,USA,6,SystemJust,8,96.25,66.77777778,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,91,97,97,100,6,98,95,95,4,100,100,98,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,45,55,3,4,"1,2,4,5,6,7",3,100,6.124,122.867,50,0,-14.13618,-0.205146,0.145034,30,-30,1,0.5,0.5,96.25,66.77777778
472,2/11/23 12:30,2/11/23 13:02,R_265BtbGmd5TCciO,USA,1,Control,8,60,69,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,90,11,52,87,9,63,NA,91,NA,89,65,97,NA,NA,NA,NA,44,74,81,14,14,11,9,9,53,3,5,70,16,52,9,52,64,NA,NA,68,NA,NA,NA,NA,NA,NA,1,67,NA,NA,3,4,"1,2,3,4,5,6,7",7,65,15.638,276.348,NA,NA,27.86382,-0.205146,0.145034,NA,NA,0,-0.5,-0.5,60,NA
481,2/11/23 13:03,2/11/23 13:19,R_3PZ6WMO1mUYj3Zw,USA,1,Control,2,100,77,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,31,100,45,100,100,100,100,50,67,46,40,30,46,74,73,57,81,76,94,21,52,75,75,69,79,69,60,54,85,NA,NA,NA,NA,NA,NA,NA,80,NA,2,31,51,50,4,5,"2,3,4,5,6,7",6,75,46.907,93.15,50.5,0.5,-8.13618,0.794854,1.145034,30.5,-29.5,1,0.5,-0.5,100,77
493,2/11/23 13:12,2/11/23 13:44,R_3CVH77x6YfKlodb,USA,6,SystemJust,8,12.75,56.44444444,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,12,15,13,11,10,15,47,82,66,89,56,56,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,64,100,100,2,4,"1,2,3,4,5,6,7",3,82,175.017,532.279,100,50,24.86382,-0.205146,-0.854966,80,20,1,0.5,0.5,12.75,56.44444444
498,2/11/23 12:51,2/11/23 13:50,R_WiYG4IaxQXNCEZr,USA,6,SystemJust,8,94.5,78.33333333,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,94,95,94,95,94,73,96,94,24,87,97,84,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,71,53,54,2,3,"2,3,4,6,7",4,80,35.696,148.069,53.5,3.5,31.86382,-1.205146,-0.854966,33.5,-26.5,1,0.5,0.5,94.5,78.33333333
501,2/11/23 13:51,2/11/23 13:59,R_2To9gzwXnfkXCmc,USA,6,SystemJust,0,1.25,2.111111111,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,1,2,1,1,2,3,3,1,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,64,89,91,3,5,"1,2,3,4,6,7",8,2,16.407,102.509,90,40,24.86382,0.794854,0.145034,70,10,0,-0.5,0.5,1.25,2.111111111
504,2/11/23 13:44,2/11/23 14:01,R_vHoaGLZggRdso7v,USA,1,Control,8,89.25,62.88888889,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,91,91,87,88,15,48,78,94,79,91,68,79,14,75,81,13,95,59,82,87,83,80,10,8,50,7,11,93,12,93,93,91,52,NA,NA,NA,NA,NA,NA,NA,NA,70,2,45,64,63,3,3,"1,2,3,4,5,6,7",3,80,12.274,159.474,63.5,13.5,5.86382,-1.205146,0.145034,43.5,-16.5,1,0.5,-0.5,89.25,62.88888889
507,2/11/23 13:40,2/11/23 14:04,R_xsTSXX3IEZCMcxj,USA,6,SystemJust,8,48.5,21.44444444,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,53,40,69,32,0,1,0,35,55,46,2,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,100,100,2,4,"2,3,4,5,6,7",4,73,12.364,149.394,100,50,25.86382,-0.205146,-0.854966,80,20,1,0.5,0.5,48.5,21.44444444
519,2/11/23 14:02,2/11/23 14:21,R_2ALRi6rxgACQT0A,USA,6,SystemJust,8,96,82.55555556,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,97,95,95,97,49,95,83,99,98,97,99,73,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,70,77,73,3,6,"1,2,3,4,5,6,7",5,80,12.559,102.33,75,25,30.86382,1.794854,0.145034,55,-5,1,0.5,0.5,96,82.55555556
526,2/11/23 14:05,2/11/23 14:34,R_XLJpKvI304Jg14R,USA,1,Control,8,86.25,74.33333333,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,85,93,86,81,77,80,51,79,100,87,78,79,38,80,90,61,89,72,90,82,89,72,4,1,1,1,1,76,1,76,90,73,71,NA,NA,NA,NA,NA,NA,NA,90,NA,2,64,39,38,3,4,"1,2,3,4,5,6,7",4,97,25.036,356.882,38.5,-11.5,24.86382,-0.205146,0.145034,18.5,-41.5,1,0.5,-0.5,86.25,74.33333333
527,2/11/23 14:27,2/11/23 14:36,R_3F3QEN3yvHxVljh,USA,1,Control,1,67.75,77.11111111,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,41,73,84,73,80,75,93,75,75,69,82,73,72,91,83,84,80,88,71,71,84,81,73,77,80,89,87,89,90,73,81,93,85,NA,NA,NA,NA,NA,NA,NA,15,NA,2,21,85,85,3,5,"1,2,3,4,5,6,7",8,87,8.009,59.347,85,35,-18.13618,0.794854,0.145034,65,5,1,0.5,-0.5,67.75,77.11111111
529,2/11/23 14:26,2/11/23 14:42,R_3soTptaePDqmDzA,USA,1,Control,0,96,7.777777778,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,96,100,93,95,8,8,12,10,1,5,11,9,6,96,92,83,89,87,87,91,88,87,47,40,97,58,28,60,16,53,53,31,50,100,NA,NA,NA,NA,NA,NA,NA,NA,1,33,86,84,3,6,"1,2,3,4,5,6,7",7,69,14.701,139.951,85,35,-6.13618,1.794854,0.145034,65,5,0,-0.5,-0.5,96,7.777777778
